<<< Spectrum Data for LSA Series Signal Analyzer >>>
                  (c) Copyright 2008, Aeroflex.Ltd 2.002
*** Spectrum Infomation ***
Center,488973256,Hz
Span,19245283,Hz
RBW,200000,Hz
VBW,200000,Hz
Sweep,10000,msec
*** Spectrum Trace ***
Num,TraceA(Hz),TraceA(dBm),TraceB(Hz),TraceB(dBm),TraceC(Hz),TraceC(dBm)
0176,482725289,-75.94,0,0.00,0,0.00
0177,482744573,-87.04,0,0.00,0,0.00
0178,482763856,-80.96,0,0.00,0,0.00
0179,482783140,-74.88,0,0.00,0,0.00
0180,482802424,-83.82,0,0.00,0,0.00
0181,482821708,-76.75,0,0.00,0,0.00
0182,482840992,-84.79,0,0.00,0,0.00
0183,482860276,-92.83,0,0.00,0,0.00
0184,482879559,-78.45,0,0.00,0,0.00
0185,482898843,-86.03,0,0.00,0,0.00
0186,482918127,-80.57,0,0.00,0,0.00
0187,482937411,-75.10,0,0.00,0,0.00
0188,482956695,-85.49,0,0.00,0,0.00
0189,482975979,-73.11,0,0.00,0,0.00
0190,482995263,-79.44,0,0.00,0,0.00
0191,483014546,-85.78,0,0.00,0,0.00
0192,483033830,-78.49,0,0.00,0,0.00
0193,483053114,-93.02,0,0.00,0,0.00
0194,483072398,-85.74,0,0.00,0,0.00
0195,483091682,-78.46,0,0.00,0,0.00
0196,483110966,-85.92,0,0.00,0,0.00
0197,483130250,-79.54,0,0.00,0,0.00
0198,483149533,-84.14,0,0.00,0,0.00
0199,483168817,-88.73,0,0.00,0,0.00
0200,483188101,-79.69,0,0.00,0,0.00
0201,483207385,-87.11,0,0.00,0,0.00
0202,483226669,-82.26,0,0.00,0,0.00
0203,483245953,-77.41,0,0.00,0,0.00
0204,483265236,-93.20,0,0.00,0,0.00
0205,483284520,-75.33,0,0.00,0,0.00
0206,483303804,-81.01,0,0.00,0,0.00
0207,483323088,-86.70,0,0.00,0,0.00
0208,483342372,-75.18,0,0.00,0,0.00
0209,483361656,-88.13,0,0.00,0,0.00
0210,483380940,-81.50,0,0.00,0,0.00
0211,483400223,-74.86,0,0.00,0,0.00
0212,483419507,-84.69,0,0.00,0,0.00
0213,483438791,-80.46,0,0.00,0,0.00
0214,483458075,-76.22,0,0.00,0,0.00
0215,483477359,-85.08,0,0.00,0,0.00
0216,483496643,-77.64,0,0.00,0,0.00
0217,483515927,-82.51,0,0.00,0,0.00
0218,483535210,-87.38,0,0.00,0,0.00
