<<< Spectrum Data for LSA Series Signal Analyzer >>>
                  (c) Copyright 2008, Aeroflex.Ltd 2.002
*** Spectrum Infomation ***
Center,500000000,Hz
Span,1000000000,Hz
RBW,5000000,Hz
VBW,3000000,Hz
Sweep,10000,msec
*** Spectrum Trace ***
Num,TraceA(Hz),TraceA(dBm),TraceB(Hz),TraceB(dBm),TraceC(Hz),TraceC(dBm)
0323,585454545,-69.48,0,0.00,0,0.00
0324,587272727,-88.19,0,0.00,0,0.00
0325,589090909,-66.71,0,0.00,0,0.00
0326,590909091,-88.54,0,0.00,0,0.00
0327,592727273,-68.94,0,0.00,0,0.00
0328,594545455,-88.39,0,0.00,0,0.00
0329,596363636,-68.55,0,0.00,0,0.00
0330,598181818,-87.17,0,0.00,0,0.00
0331,600000000,-69.03,0,0.00,0,0.00
0332,601818182,-88.44,0,0.00,0,0.00
0333,603636364,-67.92,0,0.00,0,0.00
0334,605454545,-87.93,0,0.00,0,0.00
0335,607272727,-68.21,0,0.00,0,0.00
0336,609090909,-88.04,0,0.00,0,0.00
0337,610909091,-67.58,0,0.00,0,0.00
0338,612727273,-88.40,0,0.00,0,0.00
0339,614545455,-68.75,0,0.00,0,0.00
0340,616363636,-87.97,0,0.00,0,0.00
0341,618181818,-68.55,0,0.00,0,0.00
0342,620000000,-88.13,0,0.00,0,0.00
0343,621818182,-68.88,0,0.00,0,0.00
0344,623636364,-89.23,0,0.00,0,0.00
0345,625454545,-69.27,0,0.00,0,0.00
0346,627272727,-88.60,0,0.00,0,0.00
0347,629090909,-67.74,0,0.00,0,0.00
0348,630909091,-90.00,0,0.00,0,0.00
0349,632727273,-69.37,0,0.00,0,0.00
0350,634545455,-89.96,0,0.00,0,0.00
0351,636363636,-69.41,0,0.00,0,0.00
0352,638181818,-86.50,0,0.00,0,0.00
0353,640000000,-67.86,0,0.00,0,0.00
0354,641818182,-85.40,0,0.00,0,0.00
0355,643636364,-68.76,0,0.00,0,0.00
0356,645454545,-86.80,0,0.00,0,0.00
0357,647272727,-69.59,0,0.00,0,0.00
0358,649090909,-86.97,0,0.00,0,0.00
0359,650909091,-69.81,0,0.00,0,0.00
0360,652727273,-87.48,0,0.00,0,0.00
0361,654545455,-68.97,0,0.00,0,0.00
0362,656363636,-86.93,0,0.00,0,0.00
